InvestorsName,TotalInvested,AvgDealSize,NumDeals,NumIndustries,NumCities,NumStages,Cluster,Archetype
Eight Roads Ventures,41500000.0,10375000.0,4,4,2,1,0,Aggressive Investor
"Elliot Stechman, Gautam Sinha, Ambarish Ray",168000.0,168000.0,1,1,1,1,0,Aggressive Investor
Emerald Media,50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
"Emerald Media, Premji Invest",35000000.0,35000000.0,1,1,1,1,0,Aggressive Investor
Emerging India,50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
Enablers platform,300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Endiya Partners,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Endiya Partners, Ventureast",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Epsilon Venture Partners,23000000.0,23000000.0,1,1,1,1,0,Aggressive Investor
Equentia Natural Resources,160000.0,160000.0,1,1,1,1,0,Aggressive Investor
"Equity Crest, Vinners, Sparknext",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
Eros Labs,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Exfinity Venture Partners,6250000.0,1562500.0,4,3,2,1,0,Aggressive Investor
"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",2750000.0,2750000.0,1,1,1,1,0,Aggressive Investor
"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Exfinity Ventures,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Existing Investors,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"FF Angel, Sequoia Capital",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"FTV Capital, Zodius Capital",56000000.0,56000000.0,1,1,1,1,0,Aggressive Investor
Facebook FB Start programme,40000.0,40000.0,1,1,1,1,0,Aggressive Investor
Facebook FBStart,120000.0,40000.0,3,2,3,1,0,Aggressive Investor
"Faering Capital, Foundation Capital, Inventus Capital Partners",11000000.0,11000000.0,1,1,1,1,0,Aggressive Investor
"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",225000000.0,225000000.0,1,1,1,1,0,Aggressive Investor
"Falcon Edge Capital,  Capital Advisers",104500000.0,104500000.0,1,1,1,1,0,Aggressive Investor
Farooq Oomerbhoy & Other angel investors,300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Fidelity Growth Partners,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Fidelity Growth Partners, Fidelity Biosciences",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
Flipkart,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Flipkart Logistics Pvt. Ltd,1580000.0,1580000.0,1,1,1,1,0,Aggressive Investor
"Flipkart, Accel Partners, Delhivery, Foxconn",9000000.0,9000000.0,1,1,1,1,0,Aggressive Investor
"Flipkart, Tiger Global",12750000.0,12750000.0,1,1,1,1,0,Aggressive Investor
Florida based Angel investor,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",3350000.0,3350000.0,1,1,1,1,0,Aggressive Investor
Ford Smart Mobility Llc,24000000.0,24000000.0,1,1,1,1,0,Aggressive Investor
Fork Media,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Forum Synergies PE Fund,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Fosun International,30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
Franchise India,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Franklin Templeton International Services Pvt. Ltd,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
Frontline Strategy,5600000.0,5600000.0,1,1,1,1,0,Aggressive Investor
Funding through 1Crowd platform,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Future Fund,Bessemer Venture, Capricorn Investment and IFC",40000000.0,40000000.0,1,1,1,1,0,Aggressive Investor
GBIM Technologies Pvt Ltd,45000.0,45000.0,1,1,1,1,0,Aggressive Investor
"GEMS Advisory, Quarizon",123000.0,123000.0,1,1,1,1,0,Aggressive Investor
GEMS group,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
GHV Accelerator,300000.0,100000.0,3,3,3,1,0,Aggressive Investor
GIC ventures,28000000.0,28000000.0,1,1,1,1,0,Aggressive Investor
"GIC, Tiger Global Management, Nexus Venture Partners",100000000.0,100000000.0,1,1,1,1,0,Aggressive Investor
"GMO Japan, Neelesh Bhatnagar",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"GMO Payment Gateway, MediaTek",50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",3100000.0,3100000.0,1,1,1,1,0,Aggressive Investor
GREX,230000.0,230000.0,1,1,1,1,0,Aggressive Investor
GROUPE SOS,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
GVFL,6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
GVFL Ltd,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Gaja Capital Private Equity Fund,10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",620000.0,620000.0,1,1,1,1,0,Aggressive Investor
"Gaurav Singhvi, Zaffiro Ventures",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
General Catalyst Partners,2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
"General Catalyst, Founder Collective",4600000.0,4600000.0,1,1,1,1,0,Aggressive Investor
"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
GirnarSoft,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Gokul Jaykrishna, Brand Capital",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Goldman Sachs,35000000.0,17500000.0,2,2,1,1,0,Aggressive Investor
"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",31300000.0,31300000.0,1,1,1,1,0,Aggressive Investor
"Goldman Sachs, Rocket Internet",100000000.0,100000000.0,1,1,1,1,0,Aggressive Investor
"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",100000000.0,100000000.0,1,1,1,1,0,Aggressive Investor
Gopal Aggarwal,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
Gordon and Betty Moore Foundation,600000.0,600000.0,1,1,1,1,0,Aggressive Investor
Gray Matters Capital,7500000.0,3750000.0,2,2,2,1,0,Aggressive Investor
Green House Ventures,200000.0,100000.0,2,2,1,1,0,Aggressive Investor
Green House Ventures (GHV),400000.0,100000.0,4,2,3,1,0,Aggressive Investor
Green House Ventures Accelerator,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
Grex.in,400000.0,200000.0,2,1,2,1,0,Aggressive Investor
"Greycroft Partners, Fidelity Growth Partners",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
Group of 15 Angel Investors,350000.0,350000.0,1,1,1,1,0,Aggressive Investor
Group of Angel Investors,640000.0,213333.33333333334,3,3,3,1,0,Aggressive Investor
Group of Angel Investors from US/India,120000.0,120000.0,1,1,1,1,0,Aggressive Investor
Group of Angel investors,300000.0,150000.0,2,2,2,1,0,Aggressive Investor
Group of HNI investors,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Group of undisclosed Angel Investors & HNIs,375000.0,375000.0,1,1,1,1,0,Aggressive Investor
GrowX Ventures,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",550000.0,550000.0,1,1,1,1,0,Aggressive Investor
"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",7000000.0,7000000.0,1,1,1,1,0,Aggressive Investor
"Gujarat based angel investors, MMY co-Founder",245000.0,245000.0,1,1,1,1,0,Aggressive Investor
HAX Accelerator,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"HDFC, Faering Capital, Elevate Sports",2200000.0,2200000.0,1,1,1,1,0,Aggressive Investor
HR Technology fund,7500000.0,7500000.0,1,1,1,1,0,Aggressive Investor
HT Media Ltd,4400000.0,4400000.0,1,1,1,1,0,Aggressive Investor
Hampton Capital,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",223608.0,223608.0,1,1,1,1,0,Aggressive Investor
"Harmony Partners, RB Investments & existing investors",35000000.0,35000000.0,1,1,1,1,0,Aggressive Investor
"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",9500000.0,9500000.0,1,1,1,1,0,Aggressive Investor
Harsh Vardhan Hada,50000.0,50000.0,1,1,1,1,0,Aggressive Investor
"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",900000.0,900000.0,1,1,1,1,0,Aggressive Investor
"Helion Venture Partners, BeeNext",1050000.0,1050000.0,1,1,1,1,0,Aggressive Investor
"Helion Venture Partners, Exfinity Ventures",4250000.0,4250000.0,1,1,1,1,0,Aggressive Investor
"Helion Venture Partners, Kalaari Capital",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Helion Venture Partners, Orios Venture Partners",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",8000000.0,8000000.0,1,1,1,1,0,Aggressive Investor
Hemant Sahni,300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Hero MotoCorp,27000000.0,27000000.0,1,1,1,1,0,Aggressive Investor
High Networth Individuals (No details),600000.0,600000.0,1,1,1,1,0,Aggressive Investor
High Networth Individuals (undisclosed),150000.0,150000.0,1,1,1,1,0,Aggressive Investor
High Networth Individuals from India & USA,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",25000000.0,25000000.0,1,1,1,1,0,Aggressive Investor
Hyderabad Angels,1800000.0,900000.0,2,1,2,1,0,Aggressive Investor
"Hyderabad Angels, M&S Partners",460000.0,460000.0,1,1,1,1,0,Aggressive Investor
"Hyderabad Angels, Singapore Angel Network, Ness Wadia",490000.0,490000.0,1,1,1,1,0,Aggressive Investor
Hyderabad based investor,165000.0,165000.0,1,1,1,1,0,Aggressive Investor
ID Enablers Pvt Ltd,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
IDFC Parampara Early Stage Opportunities Fund,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"IDFC SPICE Fund, Micromax Informatics",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
IDG Ventures,4750000.0,2375000.0,2,2,2,2,0,Aggressive Investor
"IDG Ventures India Advisors, Jungle Ventures",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures India, Elevar Equity, Accion Venture Lab",2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures India, Inventus Capital, Blume Ventures",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures India, Kalaari Capital, 500 Startups",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",3650000.0,3650000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures India,  Accel Partners India",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Accel Partners",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Axilor Ventures",600000.0,600000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Blume Ventures, Saha Fund,",1350000.0,1350000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Endiya Partners",1350000.0,1350000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Sequoia Capital",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"IDG Ventures, Sequoia Capital, GREE Ventures",5300000.0,5300000.0,1,1,1,1,0,Aggressive Investor
"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",1100000.0,1100000.0,1,1,1,1,0,Aggressive Investor
IFC Everstone Group,27000000.0,27000000.0,1,1,1,1,0,Aggressive Investor
"IFC, Axon Partners, Intel Capital",13500000.0,13500000.0,1,1,1,1,0,Aggressive Investor
IFMR Capital Finance,2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
"IIFL Seed Ventures Fund, Mayfield Ventures",7500000.0,7500000.0,1,1,1,1,0,Aggressive Investor
"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",2400000.0,2400000.0,1,1,1,1,0,Aggressive Investor
"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",16000000.0,16000000.0,1,1,1,1,0,Aggressive Investor
"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
IdeaSpring Capital,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Ideaspring Capital,1700000.0,566666.6666666666,3,1,2,2,0,Aggressive Investor
Idein Ventures,520000.0,173333.33333333334,3,2,2,1,0,Aggressive Investor
"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
Impanix Capital,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",13000000.0,13000000.0,1,1,1,1,0,Aggressive Investor
India Quotient,2850000.0,950000.0,3,2,2,2,0,Aggressive Investor
India Quotient and others,441000.0,441000.0,1,1,1,1,0,Aggressive Investor
"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"India Quotient, LetsVenture investors, Lead Angels",400000.0,400000.0,1,1,1,1,0,Aggressive Investor
"India Quotient, Shunwei Capital",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
India Value Fund Advisors,30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
IndiaNivesh Venture Capital Fund,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Indian Angel Network,6910000.0,575833.3333333334,12,8,7,2,1,Balanced Investor
"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",1100000.0,1100000.0,1,1,1,1,0,Aggressive Investor
"Indian Angel Network,",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
"Indian Angel Network, Anand Mahindra",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
"Indian Angel Network, Let’s Venture",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Indian Angel Network, Stanford Angels, Entrepreneurs India",1000000.0,500000.0,2,2,2,1,0,Aggressive Investor
"Indian Angel Network, Tracxn Labs & Others",600000.0,600000.0,1,1,1,1,0,Aggressive Investor
Indian Angel network,450000.0,450000.0,1,1,1,1,0,Aggressive Investor
IndianIdeas.com,19350000.0,19350000.0,1,1,1,1,0,Aggressive Investor
Indochine International,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Infibeam,22400000.0,22400000.0,1,1,1,1,0,Aggressive Investor
"Infibeam, CCavenue",466000.0,466000.0,1,1,1,1,0,Aggressive Investor
"Infina Finance Pvt. Ltd, Uday Kotak",1350000.0,1350000.0,1,1,1,1,0,Aggressive Investor
Info Edge,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Info Edge (India),25147000.0,12573500.0,2,2,2,2,0,Aggressive Investor
Info Edge (India) Ltd,10240000.0,1280000.0,8,4,4,1,1,Balanced Investor
InfoEdge,4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
Infosys,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Infuse Ventures,1450000.0,725000.0,2,2,2,1,0,Aggressive Investor
"Infuse Ventures, JLL",2600000.0,2600000.0,1,1,1,1,0,Aggressive Investor
"Infuse Ventures, The Chennai Angels",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Ingram Content Group,30000.0,30000.0,1,1,1,1,0,Aggressive Investor
InnoVen Capital,12700000.0,4233333.333333333,3,2,3,1,0,Aggressive Investor
InnoVen Capital India,6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
Innovations East,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Innoven Capital,4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"Insitor Impact Asia Fund, Acumen Fund",2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
Instalabs,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
"Intellecap Impact Investment Network, family office fund",160000.0,160000.0,1,1,1,1,0,Aggressive Investor
"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",60000000.0,60000000.0,1,1,1,1,0,Aggressive Investor
International Finance Corporation,10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",12000000.0,12000000.0,1,1,1,1,0,Aggressive Investor
International Financial Corporation,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
Ivy League Alumni Angel Network,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
IvyCap Ventures,9150000.0,3050000.0,3,3,3,2,1,Balanced Investor
"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",16200000.0,16200000.0,1,1,1,1,0,Aggressive Investor
"IvyCap Ventures, Orios Venture Partners, Mayfield India",4500000.0,4500000.0,1,1,1,1,0,Aggressive Investor
"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"JLL, 1Crowd",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"JSW Ventures, Blume Ventures & IvyCap Ventures",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Jai Choi, Kiyohiro Sugashita, Hirokazu",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Janak Jain,300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Jasper Infotech Pvt Ltd,57000000.0,57000000.0,1,1,1,1,0,Aggressive Investor
Jay Vijayan,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Jayabalan Subramanian,125000.0,125000.0,1,1,1,1,0,Aggressive Investor
Jayant Bokadia,320000.0,320000.0,1,1,1,1,0,Aggressive Investor
Jitendra Gupta & others,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Jitendra Gupta, Pankaj Tripathi",50000.0,50000.0,1,1,1,1,0,Aggressive Investor
Jitu Virwani,7500000.0,7500000.0,1,1,1,1,0,Aggressive Investor
"Jozef Bardik, Leo Wang Sangeeth Ram",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
Jungle Ventures,9600000.0,2400000.0,4,4,3,2,1,Balanced Investor
"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",7200000.0,7200000.0,1,1,1,1,0,Aggressive Investor
"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
K2 Capital,825000.0,825000.0,1,1,1,1,0,Aggressive Investor
KCL,140000.0,140000.0,1,1,1,1,0,Aggressive Investor
KJS Group,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
KStart Capital,650000.0,650000.0,1,1,1,1,0,Aggressive Investor
"KTB Network, SAIF Partners, BEENEXT, Digital Garage",7400000.0,7400000.0,1,1,1,1,0,Aggressive Investor
"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",350000.0,350000.0,1,1,1,1,0,Aggressive Investor
Kae Capital,1800000.0,900000.0,2,2,2,2,0,Aggressive Investor
"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",625000.0,625000.0,1,1,1,1,0,Aggressive Investor
"Kae Capital, Anupam Mittal",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"Kae Capital, Khosla Impact",650000.0,650000.0,1,1,1,1,0,Aggressive Investor
"Kae Capital, Kunal Shah, Sandeep Tandon",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Kae Capital, M&S Partners,",700000.0,700000.0,1,1,1,1,0,Aggressive Investor
"Kaizen Management Advisors, DeVry Inc",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
Kalaari Capital,22100000.0,1841666.6666666667,12,6,6,2,1,Balanced Investor
Kalaari Capital Accelerator Program,1500000.0,500000.0,3,2,3,1,0,Aggressive Investor
"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, IDG Ventures India",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, India Quotient",5050000.0,2525000.0,2,2,1,1,0,Aggressive Investor
"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",5150000.0,5150000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, Nexus India Capital Advisors",8500000.0,8500000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, Norwest Venture Partners",9000000.0,4500000.0,2,1,1,1,0,Aggressive Investor
"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",3670000.0,3670000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, SAIF Partners, Beenextan investment fund",9200000.0,9200000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",15200000.0,15200000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, Udayan Goyal",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Kalaari Capital, YourNest Angel Fund",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Kanpur Angels & Others,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Kanwaljit Singh, TV Mohandas Pai",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Kapil Goel,145000.0,145000.0,1,1,1,1,0,Aggressive Investor
Karanpal Singh,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Karanpal Singh & Others,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Karnataka Semiconductor Venture Capital firm,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Katabole Technology Venture,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
"Kedar Lele, GHV Accelerator",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Keiretsu Forum,450000.0,450000.0,1,1,1,1,0,Aggressive Investor
"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
"Keyur Joshi, Pavan Bakeri",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Khazanah Nasional Berhad,100000000.0,100000000.0,1,1,1,1,0,Aggressive Investor
"Khazanah Nasional Berhad, Helion Venture Partners",75000000.0,75000000.0,1,1,1,1,0,Aggressive Investor
"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
"Kiran Mazumdar-Shaw, Unitus Seed Fund",1200000.0,1200000.0,1,1,1,1,0,Aggressive Investor
"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",297000.0,297000.0,1,1,1,1,0,Aggressive Investor
"Kleiner Perkins, Goldman Sachs, Pine Brook",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Kris Gopalakrishnan & Others,1200000.0,1200000.0,1,1,1,1,0,Aggressive Investor
"Kris Gopalakrishnan, Dr. Ranjan Pai",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
Krishna Rokhale,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Kunal Bahl, Rohit Bansal",168000.0,168000.0,1,1,1,1,0,Aggressive Investor
"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",310000.0,310000.0,1,1,1,1,0,Aggressive Investor
"Kunal Bajaj, Chandru Badrinarayanan",650000.0,650000.0,1,1,1,1,0,Aggressive Investor
"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"LGT Group, Asian Healthcare fund, Seedfund",8200000.0,8200000.0,1,1,1,1,0,Aggressive Investor
Lakshmi Vilas Bank & undisclosed HNIs,1400000.0,1400000.0,1,1,1,1,0,Aggressive Investor
